concept id	representation id	en	kanji	kana
FMA14348	BP10624	suprarenal vein	suprarenal vein	suprarenal vein
FMA14349	BP10629	left suprarenal vein	左副腎静脈;左腎上体静脈	さふくじんじょうみゃく;さじんじょうたいじょうみゃく
FMA14495	BP8728	segment of liver	segment of liver	segment of liver
FMA14539	BP9078	cystic duct	胆嚢管	たんのうかん
FMA14540	BP8405	segment of large intestine	segment of large intestine	segment of large intestine
FMA14542	BP8994	appendix	虫垂	ちゅうすい
FMA14544	BP9212	rectum	直腸	ちょくちょう
FMA14545	BP9195	ascending colon	上行結腸	じょうこうけっちょう
FMA14546	BP8403	transverse colon	横行結腸	おうこうけつちょう
FMA14547	BP8743	descending colon	下行結腸	かこうけっちょう
FMA14643	BP9149	mesentery of small intestine	mesentery of small intestine	mesentery of small intestine
FMA14645	BP9009	mesentery of large intestine	結腸間膜	けっちょうかんまく
FMA14647	BP9186	transverse mesocolon	横行結腸間膜	おうこうけつちょうかんまく
FMA14668	BP9079	common hepatic duct	総肝管	そうかんかん
FMA14669	BP9268	right hepatic duct	右肝管	うかんかん
FMA14670	BP8715	left hepatic duct	左肝管	さかんかん
FMA14678	BP8716	extrahepatic bile duct	extrahepatic bile duct	extrahepatic bile duct
FMA14734	BP10247	inferior phrenic artery	下横隔動脈	かおうかくどうみゃく
FMA14735	BP10584	lumbar artery	lumbar artery	lumbar artery
FMA14746	BP10280	right inferior phrenic artery	right inferior phrenic artery	right inferior phrenic artery
FMA14747	BP10246	left inferior phrenic artery	left inferior phrenic artery	left inferior phrenic artery
FMA14749	BP6193	superior mesenteric artery	上腸間膜動脈	じょうちょうかんまくどうみゃく
FMA14750	BP10321	inferior mesenteric artery	下腸間膜動脈	かちょうかんまくどうみゃく
FMA14751	BP7656	renal artery	腎動脈	じんどうみゃく
FMA14752	BP7655	right renal artery	right renal artery	right renal artery
FMA14753	BP7672	left renal artery	left renal artery	left renal artery
FMA14754	BP10609	middle suprarenal artery	中副腎動脈;中腎上体動脈	ちゅうふくじんどうみゃく;ちゅうじんじょうたいどうみゃく
FMA14755	BP10613	right middle suprarenal artery	right middle suprarenal artery	right middle suprarenal artery
FMA14756	BP10608	left middle suprarenal artery	left middle suprarenal artery	left middle suprarenal artery
FMA14758	BP10619	testicular artery	精巣動脈（♂）	せいそうどうみゃく
FMA14759	BP10618	right testicular artery	right testicular artery	right testicular artery
FMA14760	BP10620	left testicular artery	left testicular artery	left testicular artery
FMA14764	BP10298	common iliac artery	総腸骨動脈	そうちょうこつどうみゃく
FMA14765	BP10297	right common iliac artery	right common iliac artery	right common iliac artery
FMA14766	BP10347	left common iliac artery	left common iliac artery	left common iliac artery
FMA14767	BP8674	trunk of branch of coeliac artery	trunk of branch of coeliac artery	trunk of branch of coeliac artery
FMA14768	BP10363	left gastric artery	左胃動脈	さいどうみゃく
FMA14769	BP7854	hepatic artery	hepatic artery	hepatic artery
FMA14771	BP8522	common hepatic artery	総肝動脈	そうかんどうみゃく
FMA14772	BP8485	hepatic artery proper	固有肝動脈	こゆうかんぞうどうみゃく
FMA14773	BP8474	splenic artery	脾動脈	ひどうみゃく
FMA14776	BP10564	right gastric artery	右胃動脈	ういどうみゃく
FMA14781	BP10590	right gastro-epiploic artery	右胃大網動脈	みぎいたいもうどうみゃく,ういたいもうどうみゃく
FMA14782	BP10602	anterior superior pancreaticoduodenal artery	前上膵十二指腸動脈	ぜんじょうすいじゅうにしちょうどうみゃく
FMA14784	BP10574	posterior superior pancreaticoduodenal artery	後上膵十二指腸動脈	こうじょうすいじゅうにしちょうどうみゃく
FMA14787	BP10604	dorsal pancreatic artery	後膵動脈	こうすいどうみゃく
FMA14790	BP10581	inferior pancreatic artery	下膵動脈	かすいどうみゃく
FMA14792	BP10610	great pancreatic artery	大膵動脈	だいすいどうみゃく
FMA14793	BP10611	caudal pancreatic artery	膵尾動脈	すいびどうみゃく
FMA14796	BP10607	left gastro-epiploic artery	左胃大網動脈	さいたいもうどうみゃく
FMA14805	BP10615	inferior pancreaticoduodenal artery	下膵十二指腸動脈	かすいじゅうにしちょうどうみゃく
FMA14809	BP10603	ileal artery	ileal artery	ileal artery
FMA14810	BP10324	middle colic artery	中結腸動脈	ちゅうけっちょうどうみゃく
FMA14811	BP10353	right colic artery	右結腸動脈	うけっちょうどうみゃく
FMA14812	BP10622	celiac trunk	腹腔動脈	ふくくうどうみゃく
FMA14815	BP10325	ileocolic artery	回結腸動脈	かいけっちょうどうみゃく
FMA14816	BP10293	anterior cecal artery	前盲腸動脈;回結腸動脈の前盲腸枝	ぜんもうちょうどうみゃく;かいけっちょうどうみゃくのぜんもうちょうし
FMA14817	BP10284	posterior cecal artery	後盲腸動脈	こうもうちょうどうみゃく
FMA14818	BP10350	appendicular artery	虫垂動脈	ちゅうすいどうみゃく
FMA14819	BP7651	ileal branch of inferior branch of ileocolic artery	回結腸動脈の回腸枝	かいけっちょうどうみゃくのかいちょうし
FMA14820	BP10306	ascending branch of inferior branch of ileocolic artery	回結腸動脈の結腸枝	かいけっちょうどうみゃくのけっちょうし
FMA14821	BP10286	branch of ileocolic artery	branch of ileocolic artery	branch of ileocolic artery
FMA14824	BP6191	marginal colic artery	結腸辺縁動脈;傍結腸動脈;結腸辺縁弓	けっちょうへんえんどうみゃく;ぼうけっちょうどうみゃく;けっちょうへんえんきゅう
FMA14825	BP10333	trunk of branch of inferior mesenteric artery	trunk of branch of inferior mesenteric artery	trunk of branch of inferior mesenteric artery
FMA14826	BP10296	left colic artery	左結腸動脈	さけっちょうどうみゃく
FMA14828	BP10366	ascending branch of left colic artery	ascending branch of left colic artery	ascending branch of left colic artery
FMA14829	BP10331	descending branch of left colic artery	descending branch of left colic artery	descending branch of left colic artery
FMA14830	BP10312	sigmoid artery	sigmoid artery	sigmoid artery
FMA14831	BP10606	marginal artery of colon	marginal artery of colon	marginal artery of colon
FMA14832	BP10244	superior rectal artery	上直腸動脈	じょうちょくちょうどうみゃく
FMA14837	BP7855	subdivision of hepatic artery proper	subdivision of hepatic artery proper	subdivision of hepatic artery proper
FMA14963	BP7820	zone of ileum	zone of ileum	zone of ileum
FMA14964	BP8147	proximal part of ileum	proximal part of ileum	proximal part of ileum
FMA14965	BP7819	middle part of ileum	middle part of ileum	middle part of ileum
FMA14966	BP8262	distal part of ileum	回腸終末部;回腸末端部	かいちょうしゅうまつぶ;かいちょうまったんぶ
FMA15041	BP8554	taenia coli	結腸ヒモ	けっちょうひも
FMA15042	BP8553	taenia mesocolica	taenia mesocolica	taenia mesocolica
FMA15043	BP9094	taenia omentalis	taenia omentalis	taenia omentalis
FMA15044	BP8892	taenia libera	taenia libera	taenia libera
FMA15370	BP10565	lumbar vein	lumbar vein	lumbar vein
FMA15387	BP10579	tributary of splenic vein	tributary of splenic vein	tributary of splenic vein
FMA15390	BP10617	left gastroepiploic vein	左胃大網静脈	さいたいもうじょうみゃく
FMA15391	BP10621	inferior mesenteric vein	下腸間膜静脈	かちょうかんまくじょうみゃく
FMA15392	BP10578	tributary of inferior mesenteric vein	tributary of inferior mesenteric vein	tributary of inferior mesenteric vein
FMA15393	BP10577	superior rectal vein	上直腸静脈	じょうちょくちょうじょうみゃく
FMA15394	BP10588	left colic vein	左結腸静脈	さけっちょうじょうみゃく
FMA15395	BP10626	sigmoid vein	sigmoid vein	sigmoid vein
FMA15396	BP10567	tributary of superior mesenteric vein	tributary of superior mesenteric vein	tributary of superior mesenteric vein
FMA15397	BP10573	right gastroepiploic vein	右胃大網静脈	みぎいたいもうじょうみゃく
FMA15398	BP10566	pancreaticoduodenal vein	後上膵十二指腸静脈;上後膵十二指腸静脈	こうじょうすいじゅうにしちょうじょうみゃく;じょうこうすいじゅうにしちょうじょうみゃく
FMA15399	BP10631	left gastric vein	左胃静脈	さいじょうみゃく
FMA15400	BP10586	right gastric vein	右胃静脈	ういじょうみゃく
FMA15405	BP10589	ileal vein	ileal vein	ileal vein
FMA15406	BP10591	middle colic vein	中結腸静脈	ちゅうけっちょうじょうみゃく
FMA15407	BP10572	right colic vein	右結腸静脈	うけっちょうじょうみゃく
FMA15408	BP10601	ileocolic vein	回結腸静脈	かいけっちょうじょうみゃく
FMA15414	BP5787	right portal vein	門脈の右枝	もんみゃくのうし
FMA15415	BP5788	left portal vein	門脈の左枝	もんみゃくのさし
FMA15420	BP7908	anterior superior segmental branch of right portal vein	anterior superior segmental branch of right portal vein	anterior superior segmental branch of right portal vein
FMA15421	BP8473	anterior inferior segmental branch of right portal vein	anterior inferior segmental branch of right portal vein	anterior inferior segmental branch of right portal vein
FMA15423	BP8515	posterior superior segmental branch of right portal vein	posterior superior segmental branch of right portal vein	posterior superior segmental branch of right portal vein
FMA15424	BP8786	posterior inferior segmental branch of right portal vein	posterior inferior segmental branch of right portal vein	posterior inferior segmental branch of right portal vein
FMA15425	BP8904	caudate lobe branch of left portal vein	caudate lobe branch of left portal vein	caudate lobe branch of left portal vein
FMA15428	BP8270	medial superior segmental branch of left portal vein	medial superior segmental branch of left portal vein	medial superior segmental branch of left portal vein
FMA15429	BP9093	medial inferior segmental branch of left portal vein	medial inferior segmental branch of left portal vein	medial inferior segmental branch of left portal vein
FMA15431	BP8843	lateral superior segmental branch of left portal vein	lateral superior segmental branch of left portal vein	lateral superior segmental branch of left portal vein
FMA15432	BP8988	lateral inferior segmental branch of left portal vein	lateral inferior segmental branch of left portal vein	lateral inferior segmental branch of left portal vein
FMA15571	BP8912	right ureter	right ureter	right ureter
FMA15572	BP8750	left ureter	left ureter	left ureter
FMA15629	BP9132	right adrenal gland	right adrenal gland	right adrenal gland
FMA15630	BP9014	left adrenal gland	left adrenal gland	left adrenal gland
FMA15737	BP8868	hepatovenous subsector	hepatovenous subsector	hepatovenous subsector
FMA15739	BP8890	hepatovenous segment ii	左外側後区域;肝臓のⅡ区域	さがいそくこうくいき;かんぞうの２くいき
FMA15741	BP8982	hepatovenous segment iii	左外側前区域;肝臓のⅢ区域	さがいそくぜんくいき;かんぞうの３くいき
FMA15742	BP8871	hepatovenous segment iv	左内側区域;肝臓のⅣ区域	さないそくくいき;かんぞうの４くいき
FMA15743	BP8976	hepatovenous segment v	右内側前区域;肝臓の区域V	ないそくぜんくいき;かんぞうのくいき５
FMA15744	BP9210	hepatovenous segment vi	右外側前区域;肝臓の区域Ⅵ	うがいそくぜんくいき;かんぞうのくいき６
FMA15745	BP6444	hepatovenous segment vii	右外側後区域;肝臓の区域VII	うがいそくこうくいき;かんぞうのくいき７
FMA15746	BP8866	hepatovenous segment viii	右内側後区域;肝臓の区域VIII	うないそくこうくいき;かんぞうのくいき８
FMA15747	BP6452	hepatovenous segment ix	hepatovenous segment ix	hepatovenous segment ix
FMA15755	BP8867	region of anterior sector of right liver (in-vivo)	region of anterior sector of right liver (in-vivo)	region of anterior sector of right liver (in-vivo)
FMA15756	BP9211	region of posterior sector of right liver (in-vivo)	region of posterior sector of right liver (in-vivo)	region of posterior sector of right liver (in-vivo)
FMA15757	BP8872	region of anterior sector of left liver (in-vivo)	region of anterior sector of left liver (in-vivo)	region of anterior sector of left liver (in-vivo)
FMA15791	BP8429	tributary of right hepatic vein	tributary of right hepatic vein	tributary of right hepatic vein
FMA15793	BP8276	tributary of middle hepatic vein	tributary of middle hepatic vein	tributary of middle hepatic vein
FMA15794	BP8185	tributary of left hepatic vein	tributary of left hepatic vein	tributary of left hepatic vein
FMA15796	BP9037	posterior superior segmental tributary of right hepatic vein	posterior superior segmental tributary of right hepatic vein	posterior superior segmental tributary of right hepatic vein
FMA15797	BP8428	posterior inferior segmental tributary of right hepatic vein	posterior inferior segmental tributary of right hepatic vein	posterior inferior segmental tributary of right hepatic vein
FMA15798	BP8549	anterior superior segmental tributary of right hepatic vein	anterior superior segmental tributary of right hepatic vein	anterior superior segmental tributary of right hepatic vein
FMA15800	BP8633	anterior inferior segmental tributary of middle hepatic vein	anterior inferior segmental tributary of middle hepatic vein	anterior inferior segmental tributary of middle hepatic vein
FMA15801	BP8275	medial inferior segmental tributary of middle hepatic vein	medial inferior segmental tributary of middle hepatic vein	medial inferior segmental tributary of middle hepatic vein
FMA15802	BP8742	medial superior segmental tributary of left hepatic vein	medial superior segmental tributary of left hepatic vein	medial superior segmental tributary of left hepatic vein
FMA15803	BP9074	lateral superior segmental tributary of left hepatic vein	lateral superior segmental tributary of left hepatic vein	lateral superior segmental tributary of left hepatic vein
FMA15804	BP8184	lateral inferior segmental tributary of left hepatic vein	lateral inferior segmental tributary of left hepatic vein	lateral inferior segmental tributary of left hepatic vein
FMA15900	BP8497	urinary bladder	膀胱	ぼうこう
FMA16033	BP8891	intervertebral disk of first lumbar vertebra	intervertebral disk of first lumbar vertebra	intervertebral disk of first lumbar vertebra
FMA16034	BP8683	intervertebral disk of second lumbar vertebra	intervertebral disk of second lumbar vertebra	intervertebral disk of second lumbar vertebra
FMA16035	BP8046	intervertebral disk of third lumbar vertebra	intervertebral disk of third lumbar vertebra	intervertebral disk of third lumbar vertebra
FMA16036	BP8261	intervertebral disk of fourth lumbar vertebra	intervertebral disk of fourth lumbar vertebra	intervertebral disk of fourth lumbar vertebra
FMA16037	BP8781	intervertebral disk of fifth lumbar vertebra	intervertebral disk of fifth lumbar vertebra	intervertebral disk of fifth lumbar vertebra
FMA16202	BP9174	sacrum	仙骨;仙椎[1竏・]	せんこつ;せんつい[1−5]
FMA16549	BP9008	mesoappendix	虫垂間膜	ちゅうすいかんまく
FMA16585	BP8769	hip bone	寛骨	かんこつ
FMA16586	BP8768	right hip bone	right hip bone	right hip bone
FMA16587	BP8950	left hip bone	left hip bone	left hip bone
FMA16980	BP7929	zone of jejunum	zone of jejunum	zone of jejunum
FMA16981	BP8075	proximal part of jejunum	proximal part of jejunum	proximal part of jejunum
FMA16982	BP7928	middle part of jejunum	middle part of jejunum	middle part of jejunum
FMA16983	BP8240	distal part of jejunum	distal part of jejunum	distal part of jejunum
FMA17541	BP8186	tributary of hepatic vein	tributary of hepatic vein	tributary of hepatic vein
FMA18060	BP8374	psoas major	大腰筋	だいようきん
FMA18247	BP8793	glans penis	陰茎亀頭	いんけいきとう
FMA18255	BP8142	epididymis	精巣上体;副睾丸	せいそうじょうた;ふくこうがん
FMA18256	BP8141	right epididymis	right epididymis	right epididymis
FMA18257	BP8772	left epididymis	left epididymis	left epididymis
FMA18805	BP10600	external iliac artery	外腸骨動脈	がいちょうこつどうみゃく
FMA18806	BP10614	right external iliac artery	right external iliac artery	right external iliac artery
FMA18807	BP10599	left external iliac artery	left external iliac artery	left external iliac artery
FMA18808	BP10317	internal iliac artery	内腸骨動脈	ないちょうこつどうみゃく
FMA18809	BP10316	right internal iliac artery	right internal iliac artery	right internal iliac artery
FMA18810	BP10328	left internal iliac artery	left internal iliac artery	left internal iliac artery
FMA18883	BP10295	external iliac vein	外腸骨静脈	がいちょうこつじょうみゃく
FMA18884	BP10310	internal iliac vein	内腸骨静脈	ないちょうこつじょうみゃく
FMA18885	BP10294	right external iliac vein	right external iliac vein	right external iliac vein
FMA18886	BP10318	left external iliac vein	left external iliac vein	left external iliac vein
FMA18887	BP10327	right internal iliac vein	right internal iliac vein	right internal iliac vein
FMA18888	BP10309	left internal iliac vein	left internal iliac vein	left internal iliac vein
FMA18889	BP10253	tributary of internal iliac vein	tributary of internal iliac vein	tributary of internal iliac vein
FMA18902	BP10344	iliolumbar vein	腸腰静脈	ちょうようじょうみゃく
FMA18903	BP10351	right iliolumbar vein	right iliolumbar vein	right iliolumbar vein
FMA18904	BP10343	left iliolumbar vein	left iliolumbar vein	left iliolumbar vein
FMA18905	BP10279	lateral sacral vein	lateral sacral vein	lateral sacral vein
FMA18906	BP10278	right lateral sacral vein	right lateral sacral vein	right lateral sacral vein
FMA18907	BP10349	left lateral sacral vein	left lateral sacral vein	left lateral sacral vein
FMA18908	BP10305	superior gluteal vein	superior gluteal vein	superior gluteal vein
FMA18909	BP10304	right superior gluteal vein	right superior gluteal vein	right superior gluteal vein
FMA18910	BP10357	left superior gluteal vein	left superior gluteal vein	left superior gluteal vein
FMA18911	BP10277	inferior gluteal vein	inferior gluteal vein	inferior gluteal vein
FMA18912	BP10276	right inferior gluteal vein	right inferior gluteal vein	right inferior gluteal vein
FMA18913	BP10359	left inferior gluteal vein	left inferior gluteal vein	left inferior gluteal vein
FMA18914	BP10255	obturator vein	obturator vein	obturator vein
FMA18915	BP10254	right obturator vein	right obturator vein	right obturator vein
FMA18916	BP10362	left obturator vein	left obturator vein	left obturator vein
FMA18917	BP10252	internal pudendal vein	内陰部静脈	ないいんぶじょうみゃく
FMA18918	BP10365	right internal pudendal vein	right internal pudendal vein	right internal pudendal vein
FMA18919	BP10251	left internal pudendal vein	left internal pudendal vein	left internal pudendal vein
FMA19082	BP8132	piriformis	梨状筋	りじょうきん
FMA19083	BP7988	obturator muscle	obturator muscle	obturator muscle
FMA19086	BP8117	muscle of pelvis	muscle of pelvis	muscle of pelvis
FMA19088	BP8116	coccygeus	坐骨尾骨筋;尾骨筋	ざこつびこつきん;びこつきん
FMA19089	BP7793	zone of levator ani	zone of levator ani	zone of levator ani
FMA19090	BP7792	pubococcygeus	恥骨尾骨筋|恥骨前立腺筋	ちこつびこつきん
FMA19091	BP8203	puborectalis	恥骨直腸筋	ちこつちょうくちょうきん
FMA19092	BP8008	iliococcygeus	腸骨尾骨筋	ちょうこつびこつきん
FMA19234	BP8797	deferent duct	精管	せいかん
FMA19235	BP9116	right deferent duct	right deferent duct	right deferent duct
FMA19236	BP8796	left deferent duct	left deferent duct	left deferent duct
FMA19386	BP8531	seminal vesicle	精嚢;精嚢腺	せいのう;せいのうせん
FMA19387	BP8530	right seminal vesicle	right seminal vesicle	right seminal vesicle
FMA19388	BP9064	left seminal vesicle	left seminal vesicle	left seminal vesicle
FMA19617	BP8470	corpus spongiosum of penis	尿道海綿体	にょうどうかいめんたい
FMA19618	BP9224	corpus cavernosum of penis	陰茎海綿体	いんけいかいめんたい
FMA19667	BP9098	urethra	urethra	urethra
FMA19728	BP8935	superficial perineal muscle	superficial perineal muscle	superficial perineal muscle
FMA19754	BP9012	region of peritoneum	region of peritoneum	region of peritoneum
FMA19783	BP5487	loose connective tissue	疎性結合組織;皮下組織の最深層	そせいけつごうそしき;ひかそしきのさいしんそう
FMA19795	BP10300	dorsal artery of penis	陰核背動脈（♀）	いんけいはいどうみゃく
FMA20107	BP5486	irregular connective tissue	irregular connective tissue	irregular connective tissue
FMA20111	BP5488	mucoid tissue	mucoid tissue	mucoid tissue
FMA20194	BP8471	cavernous organ	cavernous organ	cavernous organ
FMA20221	BP8795	zone of cavernous organ	zone of cavernous organ	zone of cavernous organ
FMA20247	BP8794	zone of corpus spongiosum of penis	zone of corpus spongiosum of penis	zone of corpus spongiosum of penis
FMA20278	BP8156	muscle of anterior abdominal wall	muscle of anterior abdominal wall	muscle of anterior abdominal wall
FMA20289	BP5761	lacrimal sac	涙嚢	るいのう
FMA20570	BP9010	peritoneal mesentery	peritoneal mesentery	peritoneal mesentery
FMA20593	BP9011	region of visceral peritoneum	region of visceral peritoneum	region of visceral peritoneum
FMA20684	BP6431	trunk of branch of external iliac artery	trunk of branch of external iliac artery	trunk of branch of external iliac artery
FMA20686	BP10341	inferior epigastric artery	下腹壁動脈	かふくへきどうみゃく
FMA20688	BP10340	right inferior epigastric artery	right inferior epigastric artery	right inferior epigastric artery
FMA20689	BP10368	left inferior epigastric artery	left inferior epigastric artery	left inferior epigastric artery
FMA20734	BP10262	superficial epigastric artery	浅腹壁動脈	せんふくへきどうみゃく
FMA20735	BP10307	right superficial epigastric artery	right superficial epigastric artery	right superficial epigastric artery
FMA20736	BP10261	left superficial epigastric artery	left superficial epigastric artery	left superficial epigastric artery
FMA20798	BP6034	lateral circumflex femoral artery	外側大腿回旋動脈	がいそくだいたいかいせんどうみゃく
FMA20801	BP6035	right lateral circumflex femoral artery	right lateral circumflex femoral artery	right lateral circumflex femoral artery
FMA20802	BP6036	left lateral circumflex femoral artery	left lateral circumflex femoral artery	left lateral circumflex femoral artery
FMA20803	BP6040	branch of lateral circumflex femoral artery	branch of lateral circumflex femoral artery	branch of lateral circumflex femoral artery
FMA20805	BP6041	descending branch of lateral circumflex femoral artery	外側大腿回旋動脈の下行枝	がいそくだいたいかいせんどうみゃくのかこうし
FMA20818	BP10299	right dorsal artery of penis	right dorsal artery of penis	right dorsal artery of penis
FMA20819	BP10315	left dorsal artery of penis	left dorsal artery of penis	left dorsal artery of penis
FMA21162	BP10272	inferior epigastric vein	下腹壁静脈	かふくへきじょうみゃく
FMA21163	BP10271	right inferior epigastric vein	right inferior epigastric vein	right inferior epigastric vein
FMA21164	BP10283	left inferior epigastric vein	left inferior epigastric vein	left inferior epigastric vein
FMA21185	BP5878	femoral vein	大腿静脈	だいたいじょうみゃく
FMA21188	BP5879	right femoral vein	right femoral vein	right femoral vein
FMA21189	BP5880	left femoral vein	left femoral vein	left femoral vein
FMA21240	BP5793	tributary of internal pudendal vein	tributary of internal pudendal vein	tributary of internal pudendal vein
FMA21354	BP5794	deep dorsal vein of penis	深陰核背静脈（♀）	しんいんけいいはいじょうみゃく
FMA21376	BP5869	great saphenous vein	大伏在静脈	だいふくざいじょうみゃく
FMA21378	BP10597	tributary of great saphenous vein	tributary of great saphenous vein	tributary of great saphenous vein
FMA21379	BP5870	right great saphenous vein	right great saphenous vein	right great saphenous vein
FMA21380	BP5871	left great saphenous vein	left great saphenous vein	left great saphenous vein
FMA21383	BP10596	tributary of superficial external pudendal vein	tributary of superficial external pudendal vein	tributary of superficial external pudendal vein
FMA21384	BP10595	superficial dorsal vein of penis	superficial dorsal vein of penis	superficial dorsal vein of penis
FMA21385	BP10630	right superficial dorsal vein of penis	right superficial dorsal vein of penis	right superficial dorsal vein of penis
FMA21386	BP10594	left superficial dorsal vein of penis	left superficial dorsal vein of penis	left superficial dorsal vein of penis
FMA21387	BP10313	right common iliac vein	right common iliac vein	right common iliac vein
FMA21388	BP10352	left common iliac vein	left common iliac vein	left common iliac vein
FMA21422	BP6042	descending branch of right lateral circumflex femoral artery	descending branch of right lateral circumflex femoral artery	descending branch of right lateral circumflex femoral artery
FMA21423	BP6043	descending branch of left lateral circumflex femoral artery	descending branch of left lateral circumflex femoral artery	descending branch of left lateral circumflex femoral artery
FMA21496	BP8168	ligament organ	ligament organ	ligament organ
FMA21520	BP10285	branch of inferior branch of ileocolic artery	branch of inferior branch of ileocolic artery	branch of inferior branch of ileocolic artery
FMA21521	BP10332	trunk of branch of left colic artery	trunk of branch of left colic artery	trunk of branch of left colic artery
FMA21930	BP8934	external anal sphincter	外肛門括約筋	がいこうもんかつやくきん
FMA22298	BP7987	obturator internus	内閉鎖筋	ないへいさきん
FMA22299	BP8507	obturator externus	外閉鎖筋	がいへいさきん
FMA22310	BP8313	iliacus	腸骨筋	ちょうこつきん
FMA22314	BP8402	gluteus maximus	大殿筋;大臀筋	だいでんきん;だいでんきん
FMA22315	BP9214	gluteus medius	中殿筋;中臀筋	ちゅうでんきん;ちゅうでんきん
FMA22317	BP8624	gluteus minimus	小殿筋;小臀筋	しょうでんきん;しょうでんきん
FMA22318	BP8029	gemellus superior	上双子筋	じょうそうしきん
FMA22319	BP8030	gemellus	gemellus	gemellus
FMA22320	BP8455	gemellus inferior	下双子筋	かそうしきん
FMA22321	BP8662	quadratus femoris	大腿方形筋	だいたいほうけいきん
FMA22322	BP5085	right iliacus	right iliacus	right iliacus
FMA22323	BP8312	left iliacus	left iliacus	left iliacus
FMA22324	BP5079	right obturator internus	right obturator internus	right obturator internus
FMA22325	BP7986	left obturator internus	left obturator internus	left obturator internus
FMA22326	BP5081	right obturator externus	right obturator externus	right obturator externus
FMA22327	BP8506	left obturator externus	left obturator externus	left obturator externus
FMA22328	BP5065	right gluteus maximus	right gluteus maximus	right gluteus maximus
FMA22329	BP8401	left gluteus maximus	left gluteus maximus	left gluteus maximus
FMA22330	BP5063	right gluteus medius	right gluteus medius	right gluteus medius
FMA22331	BP9213	left gluteus medius	left gluteus medius	left gluteus medius
FMA22332	BP5083	right gluteus minimus	right gluteus minimus	right gluteus minimus
FMA22333	BP8623	left gluteus minimus	left gluteus minimus	left gluteus minimus
FMA22334	BP5068	right gemellus superior	right gemellus superior	right gemellus superior
FMA22335	BP8028	left gemellus superior	left gemellus superior	left gemellus superior
FMA22336	BP5070	right gemellus inferior	right gemellus inferior	right gemellus inferior
FMA22337	BP8454	left gemellus inferior	left gemellus inferior	left gemellus inferior
FMA22338	BP5074	right quadratus femoris	right quadratus femoris	right quadratus femoris
FMA22339	BP8661	left quadratus femoris	left quadratus femoris	left quadratus femoris
FMA22340	BP5076	right piriformis	right piriformis	right piriformis
FMA22341	BP8131	left piriformis	left piriformis	left piriformis
FMA22342	BP4701	right psoas major	right psoas major	right psoas major
FMA22343	BP8373	left psoas major	left psoas major	left psoas major
FMA22353	BP8877	sartorius	縫工筋	ほうこうきん
FMA22354	BP4994	right sartorius	right sartorius	right sartorius
FMA22355	BP8876	left sartorius	left sartorius	left sartorius
FMA22357	BP9067	semitendinosus	半腱様筋	はんけんようきん
FMA22358	BP4991	right semitendinosus	right semitendinosus	right semitendinosus
FMA22359	BP9066	left semitendinosus	left semitendinosus	left semitendinosus
FMA22423	BP9185	tensor fasciae latae	大腿筋膜張筋	だいたいきんまくちょうきん
FMA22424	BP8878	muscle of anterior compartment of thigh	muscle of anterior compartment of thigh	muscle of anterior compartment of thigh
FMA22425	BP5072	right tensor fasciae latae	right tensor fasciae latae	right tensor fasciae latae
FMA22426	BP9184	left tensor fasciae latae	left tensor fasciae latae	left tensor fasciae latae
FMA22427	BP7831	muscle of posterior compartment of thigh	muscle of posterior compartment of thigh	muscle of posterior compartment of thigh
FMA22429	BP8096	zone of quadriceps femoris	zone of quadriceps femoris	zone of quadriceps femoris
FMA22430	BP8095	rectus femoris	大腿直筋	だいたいちょくきん
FMA22431	BP8755	vastus lateralis	外側広筋	がいそくこうきん
FMA22432	BP9129	vastus medialis	内側広筋	ないそくこうきん
FMA22433	BP9208	vastus intermedius	中間広筋	ちゅうかんこうきん
FMA22438	BP7830	semimembranosus	半膜様筋	はんまくようきん
FMA22439	BP8606	muscle of medial compartment of thigh	muscle of medial compartment of thigh	muscle of medial compartment of thigh
FMA22440	BP8999	pectineus	恥骨筋	ちこつきん
FMA22441	BP8605	adductor longus	長内転筋	ちょうないてんきん
FMA22442	BP9100	adductor brevis	短内転筋	たんないてんきん
FMA22443	BP8973	adductor magnus	大内転筋	だいないてんきん
FMA22448	BP4989	right semimembranosus	right semimembranosus	right semimembranosus
FMA22449	BP7829	left semimembranosus	left semimembranosus	left semimembranosus
FMA22450	BP4978	right pectineus	right pectineus	right pectineus
FMA22451	BP8998	left pectineus	left pectineus	left pectineus
FMA22452	BP4986	right adductor brevis	right adductor brevis	right adductor brevis
FMA22454	BP9099	left adductor brevis	left adductor brevis	left adductor brevis
FMA22456	BP4984	right adductor longus	right adductor longus	right adductor longus
FMA22457	BP8604	left adductor longus	left adductor longus	left adductor longus
FMA22459	BP4982	right adductor magnus	right adductor magnus	right adductor magnus
FMA22460	BP8972	left adductor magnus	left adductor magnus	left adductor magnus
FMA22470	BP7832	muscle of thigh	muscle of thigh	muscle of thigh
FMA22471	BP7861	muscle of leg	muscle of leg	muscle of leg
FMA22472	BP7860	muscle of anterior compartment of leg	muscle of anterior compartment of leg	muscle of anterior compartment of leg
FMA22473	BP8848	muscle of lateral compartment of leg	muscle of lateral compartment of leg	muscle of lateral compartment of leg
FMA22474	BP7952	muscle of posterior compartment of leg	muscle of posterior compartment of leg	muscle of posterior compartment of leg
FMA22506	BP6037	descending genicular artery	下行膝動脈	かこうしつどうみゃく
FMA22507	BP6038	right descending genicular artery	right descending genicular artery	right descending genicular artery
